@relation modelo

@attribute computer numeric
@attribute programming numeric
@attribute page numeric
@attribute gmt numeric
@attribute project numeric
@attribute system numeric
@attribute information numeric
@attribute date numeric
@attribute server numeric
@attribute contenttype numeric
@attribute texthtml numeric
@attribute science numeric
@attribute home numeric
@attribute lastmodified numeric
@attribute contentlength numeric
@attribute nov numeric
@attribute university numeric
@attribute research numeric
@attribute language numeric
@attribute design numeric
@attribute department numeric
@attribute new numeric
@attribute parallel numeric
@attribute network numeric
@attribute software numeric
@attribute work numeric
@attribute course numeric
@attribute office numeric
@attribute email numeric
@attribute student numeric
@attribute engineering numeric
@attribute group numeric
@attribute distributed numeric
@attribute lab numeric
@attribute time numeric
@attribute algorithm numeric
@attribute web numeric
@attribute tue numeric
@attribute link numeric
@attribute interest numeric
@attribute publication numeric
@attribute development numeric
@attribute model numeric
@attribute application numeric
@attribute classs numeric
@attribute problem numeric
@attribute cs numeric
@attribute postscript numeric
@attribute c numeric
@attribute schedule numeric
@attribute graduate numeric
@attribute report numeric
@attribute technical numeric
@attribute college numeric
@attribute last numeric
@attribute welcome numeric
@attribute conference numeric
@attribute phd numeric
@attribute associate numeric
@attribute j numeric
@attribute thu numeric
@attribute fax numeric
@attribute data numeric
@attribute processing numeric
@attribute general numeric
@attribute mimeversion numeric
@attribute technology numeric
@attribute support numeric
@attribute currently numeric
@attribute phone numeric
@attribute cornell numeric
@attribute href numeric
@attribute src numeric
@attribute li numeric
@attribute endereco numeric

@attribute class {course, department, faculty, other, project, staff, student}

@data
10,0,0,2,2,3,1,1,1,1,1,2,0,1,1,1,5,2,0,5,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,1,3,0,0,0,1,0,0,0,0,10,3,5,0,faculty
7,0,0,2,0,0,0,1,1,1,1,1,0,1,1,0,3,0,0,6,0,4,3,4,0,2,0,1,1,0,2,0,2,0,0,4,0,0,0,2,5,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,4,1,1,0,0,1,1,0,0,1,1,1,0,1,0,2,0,0,0,faculty
0,0,0,2,0,1,1,1,1,1,1,0,0,1,1,0,0,0,3,2,0,0,19,0,0,0,0,0,0,0,1,0,1,0,1,7,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,faculty
5,0,0,2,1,0,0,1,3,1,1,4,0,1,1,0,4,1,2,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,3,0,faculty
2,0,0,2,0,0,2,1,1,1,1,1,0,1,1,0,0,1,2,1,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,faculty
9,0,1,2,2,1,0,1,1,1,1,4,0,1,1,0,1,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,faculty
9,0,1,2,2,1,0,1,1,1,1,4,0,1,1,0,1,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,faculty
2,0,2,2,1,0,0,1,1,1,1,1,0,1,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,faculty
0,0,1,2,0,1,0,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,faculty
2,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
3,0,0,2,0,1,0,1,1,1,1,3,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
2,0,0,2,0,0,3,1,1,1,1,3,0,1,1,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,faculty
12,0,0,2,7,1,1,1,1,1,1,4,1,1,1,1,2,0,4,2,3,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,2,0,1,2,0,1,0,0,0,0,2,0,0,1,1,0,0,faculty
2,0,5,2,4,1,6,1,1,1,1,0,2,1,1,1,0,1,3,2,0,1,0,0,0,4,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,5,0,faculty
5,1,2,2,0,0,0,1,1,1,1,3,1,1,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,faculty
4,0,0,2,0,0,0,1,1,1,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,1,8,0,faculty
18,16,8,2,1,0,3,1,5,1,1,8,6,1,0,0,5,5,2,1,3,2,0,1,0,0,0,0,0,2,0,3,0,2,2,0,2,0,2,3,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,46,3,35,0,faculty
2,0,1,2,0,0,0,1,1,1,1,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,faculty
3,0,2,2,0,0,0,1,1,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,faculty
5,1,2,2,0,0,0,1,1,1,1,3,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,faculty
2,0,1,2,0,0,0,1,1,1,1,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,faculty
1,0,0,2,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,faculty
1,0,1,2,0,0,3,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,7,2,6,0,faculty
3,0,1,2,0,0,0,1,1,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,faculty
4,0,2,2,0,0,0,1,1,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,faculty
6,0,2,2,3,3,2,1,1,1,1,6,2,1,1,1,0,3,0,1,2,0,0,3,0,0,1,3,2,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,16,5,13,0,faculty
4,0,1,2,0,0,0,1,1,1,1,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,faculty
4,1,1,2,0,0,0,1,1,1,1,3,1,1,1,1,0,1,0,1,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,faculty
4,0,0,2,0,0,0,1,1,1,1,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,faculty
2,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,faculty
5,1,0,1,0,2,0,1,1,1,1,3,1,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,27,0,14,0,faculty
1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,faculty
1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,6,0,faculty
26,0,2,1,0,24,9,1,1,1,1,23,0,0,0,1,21,12,0,4,7,7,1,7,0,0,0,1,0,7,5,1,11,0,1,10,0,0,0,2,5,10,0,8,0,5,0,0,4,0,1,10,11,0,0,0,38,2,0,4,1,1,3,4,0,0,9,0,4,0,0,0,1,2,0,faculty
1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,faculty
1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,13,6,0,0,faculty
6,6,0,1,0,0,2,1,1,1,1,3,1,0,0,1,4,2,3,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,13,14,0,0,faculty
4,0,1,2,0,0,0,1,1,1,1,1,1,1,1,0,1,3,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,faculty
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,faculty
12,1,0,2,1,0,0,1,1,1,1,4,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,2,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,7,0,faculty
2,0,1,2,0,0,0,1,1,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,4,0,0,faculty
7,0,0,2,1,4,0,1,1,1,1,2,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5,6,0,0,faculty
3,0,0,2,0,5,5,1,1,1,1,2,0,1,1,1,1,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,6,0,0,faculty
5,0,0,2,0,6,0,1,1,1,1,2,0,1,1,1,1,1,0,0,2,1,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,6,0,0,faculty
7,0,0,2,1,1,2,1,1,1,1,2,0,1,1,1,1,2,0,0,3,0,1,0,1,0,1,0,1,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,5,6,0,0,faculty
9,0,0,2,0,0,0,1,1,1,1,5,1,1,1,2,1,2,0,1,5,0,2,1,2,7,2,1,1,1,2,0,1,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,5,1,0,0,1,0,2,0,0,1,1,0,0,0,7,1,2,0,faculty
7,0,0,2,0,6,0,1,1,1,1,4,0,1,1,2,4,6,4,2,0,2,0,0,1,2,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,3,1,5,0,faculty
4,1,0,2,1,1,3,1,1,1,1,0,1,1,1,2,0,1,1,2,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,13,1,11,0,faculty
6,0,0,2,0,5,0,1,1,1,1,4,0,1,1,2,2,2,0,0,2,0,0,0,0,4,1,0,0,1,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,5,1,1,0,1,0,10,0,0,0,0,0,2,0,0,5,1,7,0,faculty
7,0,0,2,0,2,1,1,1,1,1,4,0,1,1,1,0,1,0,0,2,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,6,0,0,faculty
0,0,1,2,0,0,0,1,1,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,faculty
8,0,0,2,0,2,1,1,1,1,1,4,0,1,1,2,1,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,0,faculty
1,0,0,2,0,0,1,1,1,1,1,0,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,6,0,faculty
1,0,0,2,0,4,1,1,1,1,1,0,1,1,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,0,faculty
4,0,0,2,0,4,2,1,1,1,1,3,0,1,1,1,1,2,0,0,10,0,0,1,1,0,4,3,0,3,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,faculty
6,0,2,2,0,1,0,1,1,1,1,0,3,1,1,2,1,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,9,0,faculty
1,0,0,2,0,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,faculty
1,0,0,2,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,9,0,0,faculty
2,0,0,2,0,0,1,1,2,1,1,2,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,faculty
0,0,0,2,1,0,0,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,faculty
5,0,1,2,0,1,1,1,1,1,1,4,1,1,1,3,7,0,0,1,0,2,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,1,0,1,0,0,0,0,1,1,0,3,1,11,0,faculty
2,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
1,0,0,2,0,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,1,0,0,faculty
3,0,0,2,1,3,2,1,1,1,1,2,0,1,1,2,3,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,4,11,24,0,faculty
4,0,0,2,0,0,0,1,1,1,1,1,0,1,1,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
1,0,1,2,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,faculty
10,4,0,2,3,2,0,1,1,1,1,2,0,1,1,1,1,3,4,0,0,1,3,0,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,faculty
7,0,1,2,0,3,4,1,1,1,1,0,0,1,1,1,1,1,6,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,faculty
10,0,0,2,0,6,0,1,1,1,1,3,0,1,1,1,0,0,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,faculty
0,0,0,2,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,faculty
19,0,0,2,3,5,1,1,1,1,1,8,2,1,1,1,7,5,0,1,1,0,12,2,1,0,1,0,1,0,2,0,2,0,0,2,0,0,0,1,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,3,1,0,1,0,1,1,0,18,1,13,0,faculty
0,0,0,2,0,0,0,1,1,1,1,1,0,1,1,2,0,2,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,faculty
11,0,0,2,1,6,5,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,2,1,0,2,0,0,0,1,0,0,2,0,0,7,0,0,0,2,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,faculty
3,0,0,2,0,8,1,1,2,1,1,0,0,1,1,1,0,1,0,1,0,2,0,1,5,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,faculty
4,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
1,0,2,2,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,13,0,faculty
6,0,0,2,2,3,1,1,1,1,1,2,1,1,1,1,2,3,0,3,0,2,0,10,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,3,0,1,0,1,1,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,faculty
8,1,0,2,0,4,2,1,1,1,1,0,1,1,1,2,0,4,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,faculty
1,1,0,2,0,1,0,1,1,1,1,1,1,1,1,0,1,1,3,2,0,2,0,0,2,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,13,1,10,0,faculty
1,0,2,2,0,0,1,1,1,1,1,1,3,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,3,1,0,faculty
3,0,0,2,0,1,0,1,1,1,1,3,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,7,6,2,0,faculty
4,0,0,2,0,1,2,1,1,1,1,2,1,1,1,0,1,1,0,4,1,1,0,0,0,0,1,2,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,10,8,16,0,faculty
1,0,0,2,0,2,0,1,1,1,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,faculty
3,2,2,2,0,0,0,1,1,1,1,1,1,1,1,0,1,3,1,0,2,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,1,4,0,faculty
